"";"seqIDs";"CPC2";"PLEK";"FEELnc";"CPAT";"LncFinder";"lncRNA_Mdeep"
"30079";"MSTRG.28089.1";1;1;0;1;0;0
"30080";"MSTRG.28090.1";1;1;0;1;0;1
"30081";"MSTRG.28091.1";1;1;0;1;0;0
"30082";"ENSMGAT00000002827";1;0;0;0;0;0
"30083";"MSTRG.28098.4";1;1;0;0;0;0
"30084";"MSTRG.28098.5";1;1;0;0;0;0
"30085";"MSTRG.28160.9";1;1;0;0;0;0
"30086";"MSTRG.28160.10";1;1;1;1;0;0
"30087";"MSTRG.28162.1";1;1;0;0;0;0
"30088";"MSTRG.28164.1";1;1;0;0;0;0
"30089";"MSTRG.28164.2";1;1;0;0;0;0
"30090";"ENSMGAT00000003112";1;1;0;0;0;0
"30091";"MSTRG.28165.1";1;1;0;0;0;0
"30092";"MSTRG.28166.1";1;1;0;0;0;0
"30093";"ENSMGAT00000003117";1;0;0;1;0;0
"30094";"MSTRG.28168.1";1;1;0;0;0;0
"30095";"MSTRG.28169.1";1;1;0;0;0;0
"30096";"MSTRG.28171.1";1;0;0;0;0;0
"30097";"MSTRG.28172.1";1;1;0;0;0;0
"30098";"ENSMGAT00000003058";1;1;0;0;0;0
"30099";"MSTRG.28174.1";1;1;0;0;0;0
"30100";"MSTRG.28177.4";1;1;0;0;0;0
"30101";"MSTRG.28178.1";1;1;0;0;0;0
"30102";"MSTRG.28178.2";1;1;1;0;0;0
"30103";"MSTRG.28178.3";1;1;1;0;0;0
"30104";"ENSMGAT00000003139";1;1;0;0;0;0
"30105";"MSTRG.28181.1";1;1;0;0;0;0
"30106";"MSTRG.28181.2";1;1;0;0;0;0
"30107";"MSTRG.28181.3";1;1;0;0;0;0
"30108";"MSTRG.28184.3";1;1;0;0;0;0
"30109";"MSTRG.28184.4";1;1;0;0;0;0
"30110";"MSTRG.28184.5";1;1;0;0;0;0
"30111";"MSTRG.28184.2";1;1;0;0;0;0
"30112";"MSTRG.28184.1";1;1;0;0;0;0
"30113";"MSTRG.28186.1";1;1;0;0;0;0
"30114";"MSTRG.28187.1";1;1;0;0;0;0
"30115";"MSTRG.28188.1";1;1;0;0;0;0
"30116";"MSTRG.28192.4";1;1;0;0;0;0
"30117";"ENSMGAT00000003745";1;1;0;0;0;0
"30118";"MSTRG.28192.1";1;1;0;0;0;0
"30119";"MSTRG.28192.2";1;1;0;0;0;0
"30120";"MSTRG.28192.3";1;1;0;0;1;0
"30121";"MSTRG.28192.5";1;1;0;0;1;0
"30122";"MSTRG.28192.6";1;1;0;0;0;0
"30123";"MSTRG.28194.1";1;0;0;0;0;0
"30124";"MSTRG.28196.5";1;0;0;0;0;0
"30125";"ENSMGAT00000003974";1;0;0;0;0;0
"30126";"MSTRG.28199.1";1;1;0;0;0;0
"30127";"MSTRG.28200.3";1;1;0;0;0;0
"30128";"MSTRG.28201.1";1;1;0;0;0;0
"30129";"MSTRG.28203.1";1;1;0;0;1;0
"30130";"ENSMGAT00000003795";1;0;0;0;0;0
"30131";"MSTRG.28326.1";1;1;0;0;0;0
"30132";"MSTRG.28327.1";1;1;0;0;0;0
"30133";"MSTRG.28328.7";1;1;0;0;0;0
"30134";"ENSMGAT00000004486";1;0;0;0;0;0
"30135";"MSTRG.28333.1";1;1;0;0;0;0
"30136";"ENSMGAT00000000141";1;0;0;1;1;1
"30137";"ENSMGAT00000000332";1;0;0;1;1;1
"30138";"MSTRG.28337.1";1;1;0;0;0;0
"30139";"MSTRG.28337.3";1;1;0;0;0;0
"30140";"MSTRG.28338.4";1;1;0;0;0;0
"30141";"MSTRG.28339.1";1;0;0;0;0;0
"30142";"MSTRG.28339.2";1;1;0;0;0;0
"30143";"MSTRG.28340.1";1;1;0;0;0;0
"30144";"ENSMGAT00000004712";1;1;0;0;0;0
"30145";"MSTRG.28340.3";1;1;0;0;0;0
"30146";"ENSMGAT00000004745";1;1;0;0;0;0
"30147";"ENSMGAT00000017623";1;1;0;0;0;0
"30148";"MSTRG.28345.1";1;1;0;0;0;0
"30149";"MSTRG.28346.1";1;1;0;0;0;1
"30150";"ENSMGAT00000004794";1;1;0;0;0;0
"30151";"MSTRG.28350.2";1;1;0;0;0;0
"30152";"MSTRG.28351.1";1;1;0;0;0;0
"30153";"MSTRG.28352.1";1;1;0;0;0;0
"30154";"ENSMGAT00000004809";1;1;0;0;0;0
"30155";"MSTRG.28354.1";1;1;1;1;0;0
"30156";"MSTRG.28355.1";1;1;0;0;0;0
"30157";"MSTRG.28357.1";1;1;0;0;0;0
"30158";"MSTRG.28358.1";1;1;0;0;0;0
"30159";"MSTRG.28358.2";1;1;0;0;0;0
"30160";"MSTRG.28356.5";1;1;0;0;0;0
"30161";"MSTRG.28359.1";1;1;0;0;0;0
"30162";"MSTRG.28359.2";1;0;0;0;0;0
"30163";"MSTRG.28364.1";1;0;0;0;1;0
"30164";"MSTRG.28367.1";1;1;0;0;0;0
"30165";"MSTRG.28367.3";1;1;0;0;0;0
"30166";"ENSMGAT00000005384";1;1;0;0;0;0
"30167";"MSTRG.28371.3";1;0;0;0;0;0
"30168";"MSTRG.28371.4";1;1;0;0;0;0
"30169";"MSTRG.28371.11";1;0;0;0;0;0
"30170";"MSTRG.28371.8";1;0;0;0;0;0
"30171";"MSTRG.28371.12";1;1;0;0;0;0
"30172";"MSTRG.28371.13";1;1;0;0;0;0
"30173";"ENSMGAT00000017639";1;1;0;0;0;0
"30174";"MSTRG.28372.5";1;1;0;0;0;0
"30175";"MSTRG.28372.4";1;1;0;0;0;0
"30176";"MSTRG.28372.6";1;1;0;0;0;0
"30177";"MSTRG.28374.1";1;1;0;0;1;0
"30178";"ENSMGAT00000005476";1;0;0;0;0;0
"30179";"MSTRG.28379.1";1;1;0;0;0;0
"30180";"ENSMGAT00000005573";1;1;0;0;0;0
"30181";"MSTRG.28382.1";1;1;0;0;0;1
"30182";"MSTRG.28382.2";1;1;0;0;0;1
"30183";"MSTRG.28382.5";1;1;0;0;0;1
"30184";"MSTRG.28382.4";1;1;0;0;0;1
"30185";"MSTRG.28382.3";1;1;0;0;0;1
"30186";"MSTRG.28383.1";1;0;0;0;0;0
"30187";"MSTRG.28384.1";1;0;0;0;0;0
"30188";"MSTRG.28384.2";1;0;0;0;0;0
"30189";"MSTRG.28385.2";1;1;0;0;0;0
"30190";"MSTRG.28386.2";1;1;0;1;0;0
"30191";"MSTRG.28386.4";1;1;0;0;0;0
"30192";"MSTRG.28386.5";1;1;0;0;0;0
"30193";"ENSMGAT00000020205";1;1;0;0;0;0
"30194";"MSTRG.28206.1";1;1;0;0;0;0
"30195";"MSTRG.28209.1";1;1;0;0;0;0
"30196";"MSTRG.28210.1";1;1;0;0;0;0
"30197";"MSTRG.28211.1";1;1;0;0;0;1
"30198";"MSTRG.28212.1";1;1;0;0;0;0
"30199";"MSTRG.28213.1";1;1;0;0;1;0
"30200";"MSTRG.28214.1";1;1;0;0;0;0
"30201";"MSTRG.28217.1";1;1;0;0;0;0
"30202";"MSTRG.28218.1";1;1;0;0;0;0
"30203";"MSTRG.28215.1";1;1;0;0;0;0
"30204";"MSTRG.28216.1";1;1;1;0;0;0
"30205";"MSTRG.28220.1";1;1;0;1;0;0
"30206";"MSTRG.28221.1";1;1;0;0;0;0
"30207";"MSTRG.28223.1";1;1;0;0;0;0
"30208";"MSTRG.28241.1";1;1;0;0;0;0
"30209";"MSTRG.28241.2";1;1;0;0;0;0
"30210";"ENSMGAT00000020787";1;1;0;0;0;0
"30211";"MSTRG.28243.1";1;0;0;0;0;0
"30212";"ENSMGAT00000005700";1;0;0;0;0;0
"30213";"ENSMGAT00000020718";1;0;0;0;0;0
"30214";"MSTRG.28245.1";1;1;0;0;0;0
"30215";"MSTRG.28246.2";1;1;0;0;0;0
"30216";"MSTRG.28247.1";1;1;0;0;0;0
"30217";"MSTRG.28248.1";1;1;0;0;0;0
"30218";"MSTRG.28249.1";1;1;0;0;0;0
"30219";"MSTRG.28250.1";1;1;0;0;0;0
"30220";"MSTRG.28252.1";1;1;0;0;0;0
"30221";"MSTRG.28227.1";1;1;0;0;0;0
"30222";"ENSMGAT00000000013";1;0;0;1;1;1
"30223";"ENSMGAT00000000022";1;0;0;1;1;1
"30224";"MSTRG.28224.1";1;1;0;0;0;0
"30225";"MSTRG.28226.1";1;1;0;0;0;0
"30226";"MSTRG.28228.1";1;1;0;0;0;0
"30227";"ENSMGAT00000006116";1;0;0;0;0;0
"30228";"MSTRG.28231.1";1;1;0;0;0;0
"30229";"MSTRG.28229.1";1;1;0;0;1;1
"30230";"MSTRG.28233.1";1;1;0;0;0;0
"30231";"MSTRG.28236.1";1;0;0;0;0;0
"30232";"MSTRG.28237.1";1;1;0;0;0;0
"30233";"MSTRG.28239.1";1;1;0;0;0;1
"30234";"MSTRG.28238.2";1;0;0;0;0;0
"30235";"ENSMGAT00000006256";1;0;0;0;0;0
"30236";"MSTRG.28240.1";1;1;0;0;0;0
"30237";"MSTRG.28255.1";1;0;0;0;0;0
"30238";"MSTRG.28255.2";1;0;0;0;0;0
"30239";"MSTRG.28255.3";1;0;0;0;0;0
"30240";"MSTRG.28256.1";1;1;0;0;0;0
"30241";"MSTRG.28254.1";1;1;0;0;0;0
"30242";"ENSMGAT00000006217";1;1;0;0;0;0
"30243";"MSTRG.28276.1";1;1;0;0;0;1
"30244";"MSTRG.28280.1";1;0;0;0;0;0
"30245";"ENSMGAT00000017641";1;1;0;0;0;0
"30246";"MSTRG.28282.1";1;0;0;0;0;0
"30247";"MSTRG.28282.3";1;0;0;0;1;0
"30248";"MSTRG.28282.2";1;0;0;0;0;0
"30249";"MSTRG.28282.5";1;0;0;0;0;0
"30250";"MSTRG.28282.6";1;0;0;0;0;0
"30251";"MSTRG.28282.9";1;1;0;0;0;0
"30252";"MSTRG.28283.1";1;1;0;0;0;0
"30253";"ENSMGAT00000006588";1;0;0;0;0;0
"30254";"MSTRG.28287.1";1;1;0;0;0;0
"30255";"MSTRG.28288.1";1;1;0;0;0;0
"30256";"MSTRG.28289.1";1;1;0;0;0;0
"30257";"MSTRG.28289.2";1;1;0;0;0;0
"30258";"MSTRG.28289.3";1;1;0;0;0;0
"30259";"MSTRG.28257.1";1;1;0;0;0;0
"30260";"ENSMGAT00000020895";1;0;0;1;0;0
"30261";"MSTRG.28260.1";1;1;0;0;0;0
"30262";"MSTRG.28261.1";1;1;0;0;1;0
"30263";"MSTRG.28262.1";1;1;0;0;0;0
"30264";"MSTRG.28263.1";1;1;0;0;0;0
"30265";"MSTRG.28266.1";1;1;0;0;0;0
"30266";"MSTRG.28264.1";1;1;0;0;0;0
"30267";"MSTRG.28293.1";1;1;0;0;0;0
"30268";"MSTRG.28293.3";1;1;0;0;0;0
"30269";"MSTRG.28293.4";1;1;0;0;0;0
"30270";"MSTRG.28293.5";1;1;0;0;0;0
"30271";"MSTRG.28294.1";1;1;0;0;0;0
"30272";"MSTRG.28294.2";1;1;0;0;0;1
"30273";"MSTRG.28296.1";1;1;0;1;0;0
"30274";"MSTRG.28296.4";1;1;0;0;0;0
"30275";"MSTRG.28296.5";1;1;0;0;0;0
"30276";"MSTRG.28268.1";1;1;0;0;0;0
"30277";"MSTRG.28269.1";1;1;0;1;0;0
"30278";"MSTRG.28270.1";1;1;0;0;0;1
"30279";"MSTRG.28271.1";1;1;0;0;0;0
"30280";"MSTRG.28272.1";1;1;0;0;0;0
"30281";"MSTRG.28272.2";1;1;0;0;0;0
"30282";"MSTRG.28290.1";1;1;0;0;0;0
"30283";"MSTRG.28291.1";1;1;0;0;0;0
"30284";"MSTRG.28291.2";1;1;0;0;0;0
"30285";"MSTRG.28292.3";1;1;0;0;1;0
"30286";"MSTRG.28292.2";1;1;0;0;0;0
"30287";"MSTRG.28292.1";1;0;0;0;0;0
"30288";"MSTRG.28297.1";1;1;0;0;0;0
"30289";"ENSMGAT00000000785";1;0;0;0;0;0
"30290";"MSTRG.28297.3";1;0;0;0;0;0
"30291";"MSTRG.28298.1";1;0;0;0;0;1
"30292";"MSTRG.28305.1";1;0;0;0;0;0
"30293";"MSTRG.28300.1";1;1;0;1;0;0
"30294";"MSTRG.28303.1";1;1;1;0;0;0
"30295";"MSTRG.28304.1";1;1;0;0;0;0
"30296";"MSTRG.28301.5";1;1;0;0;0;0
"30297";"MSTRG.28301.6";1;1;0;0;0;0
"30298";"MSTRG.28308.1";1;1;0;1;0;0
"30299";"MSTRG.28309.1";1;1;0;0;0;0
"30300";"MSTRG.28309.2";1;0;0;0;0;0
"30301";"ENSMGAT00000000831";1;0;0;0;0;0
"30302";"MSTRG.28309.3";1;1;0;0;0;0
"30303";"MSTRG.28307.1";1;1;0;0;0;1
"30304";"MSTRG.28310.3";1;0;0;0;0;0
"30305";"MSTRG.28310.1";1;1;0;0;0;1
"30306";"MSTRG.28310.2";1;1;0;0;1;1
"30307";"ENSMGAT00000000838";1;1;0;0;0;0
"30308";"MSTRG.28310.4";1;0;0;0;0;0
"30309";"MSTRG.28314.2";1;1;0;0;0;0
"30310";"ENSMGAT00000019016";1;0;0;0;0;0
"30311";"MSTRG.28314.5";1;0;0;0;0;0
"30312";"MSTRG.28319.2";1;0;0;0;0;0
"30313";"MSTRG.28319.1";1;0;0;0;0;0
"30314";"MSTRG.28319.7";1;1;0;0;0;0
"30315";"MSTRG.28319.12";1;1;0;0;0;0
"30316";"MSTRG.28319.9";1;1;0;0;0;0
"30317";"MSTRG.28319.13";1;1;0;0;0;0
"30318";"MSTRG.28319.10";1;1;0;0;0;0
"30319";"MSTRG.28319.11";1;1;0;0;0;0
"30320";"MSTRG.28319.8";1;1;0;0;0;0
"30321";"MSTRG.28315.1";1;1;0;0;0;1
"30322";"MSTRG.28316.1";1;1;0;0;0;0
"30323";"MSTRG.28317.1";1;1;0;1;0;0
"30324";"MSTRG.28318.1";1;1;0;0;0;0
"30325";"MSTRG.28390.1";1;1;0;0;0;0
"30326";"MSTRG.28389.2";1;1;0;0;0;0
"30327";"ENSMGAT00000000758";1;1;0;0;0;0
"30328";"MSTRG.28388.1";1;1;0;0;0;0
"30329";"ENSMGAT00000000769";1;1;0;0;0;0
"30330";"ENSMGAT00000018818";1;1;0;0;0;0
"30331";"MSTRG.28393.1";1;1;0;1;0;1
"30332";"MSTRG.28394.1";1;0;0;0;0;0
"30333";"MSTRG.28397.2";1;1;0;0;0;0
"30334";"MSTRG.28398.1";1;1;0;0;0;0
"30335";"MSTRG.28399.1";1;1;0;0;0;0
"30336";"MSTRG.28401.1";1;1;0;0;0;0
"30337";"MSTRG.28402.1";1;1;0;1;0;0
"30338";"MSTRG.28403.1";1;1;0;0;0;0
"30339";"MSTRG.28405.1";1;1;0;1;0;1
"30340";"MSTRG.28407.8";1;1;1;0;0;0
"30341";"MSTRG.28409.1";1;1;1;1;0;0
"30342";"MSTRG.28410.1";1;1;0;0;0;0
"30343";"ENSMGAT00000018879";1;1;0;0;0;0
"30344";"MSTRG.28406.1";1;1;0;0;0;0
"30345";"MSTRG.28435.1";1;0;0;0;0;0
"30346";"MSTRG.28436.1";1;1;0;0;0;0
"30347";"MSTRG.28436.2";1;1;0;0;0;0
"30348";"ENSMGAT00000001078";1;1;0;0;0;0
"30349";"MSTRG.28439.1";1;1;0;0;0;0
"30350";"MSTRG.28440.1";1;1;0;0;0;0
"30351";"MSTRG.28441.1";1;1;0;1;0;0
"30352";"MSTRG.28442.1";1;0;0;0;0;0
"30353";"MSTRG.28442.2";1;0;0;0;0;0
"30354";"MSTRG.28442.3";1;1;0;0;1;0
"30355";"MSTRG.28443.5";1;1;0;0;0;0
"30356";"MSTRG.28444.5";1;1;0;0;1;0
"30357";"ENSMGAT00000001188";1;1;0;0;0;0
"30358";"MSTRG.28447.1";1;1;0;0;0;0
"30359";"MSTRG.28448.2";1;1;0;0;1;0
"30360";"MSTRG.28448.3";1;1;0;0;0;0
"30361";"MSTRG.28448.5";1;1;0;0;0;0
"30362";"MSTRG.28448.6";1;1;0;0;0;0
"30363";"MSTRG.28448.7";1;1;0;0;0;0
"30364";"MSTRG.28448.8";1;1;0;0;0;0
"30365";"MSTRG.28448.9";1;1;0;0;0;0
"30366";"MSTRG.28450.1";1;0;0;0;0;1
"30367";"MSTRG.28451.1";1;1;0;0;0;0
"30368";"MSTRG.28451.2";1;1;0;0;0;0
"30369";"MSTRG.28451.3";1;1;0;0;0;0
"30370";"MSTRG.28451.4";1;1;0;0;0;0
"30371";"MSTRG.28411.1";1;1;0;0;0;1
"30372";"MSTRG.28412.1";1;1;0;0;0;0
"30373";"MSTRG.28415.4";1;1;0;0;0;0
"30374";"MSTRG.28416.1";1;1;0;0;0;0
"30375";"MSTRG.28416.2";1;1;0;0;0;1
"30376";"MSTRG.28417.1";1;1;0;0;1;1
"30377";"MSTRG.28417.2";1;1;0;0;0;0
"30378";"MSTRG.28415.6";1;1;0;0;0;1
"30379";"MSTRG.28415.7";1;1;0;0;1;0
"30380";"MSTRG.28414.1";1;1;0;0;0;0
"30381";"MSTRG.28420.1";1;0;0;0;0;0
"30382";"MSTRG.28420.5";1;0;0;0;0;0
"30383";"MSTRG.28424.1";1;1;0;0;0;0
"30384";"MSTRG.28425.1";1;1;0;0;0;0
"30385";"MSTRG.28426.1";1;1;0;0;0;0
"30386";"MSTRG.28427.1";1;1;0;0;0;0
"30387";"MSTRG.28427.2";1;1;0;0;0;0
"30388";"MSTRG.28427.3";1;1;0;0;0;0
"30389";"MSTRG.28427.4";1;1;0;0;0;0
"30390";"MSTRG.28428.1";1;1;0;0;0;0
"30391";"MSTRG.28418.1";1;1;0;0;0;0
"30392";"MSTRG.28419.1";1;1;0;1;0;1
"30393";"MSTRG.28430.1";1;1;0;0;0;1
"30394";"MSTRG.28431.1";1;1;0;0;0;0
"30395";"MSTRG.28456.1";1;1;0;0;0;0
"30396";"MSTRG.28457.1";1;1;0;1;0;1
"30397";"MSTRG.28455.1";1;1;0;0;0;0
"30398";"MSTRG.28465.4";1;1;0;0;0;0
"30399";"MSTRG.28462.1";1;1;0;1;0;0
"30400";"MSTRG.28463.1";1;1;0;0;0;0
"30401";"MSTRG.28466.1";1;1;0;1;0;1
"30402";"MSTRG.28467.1";1;1;0;0;0;1
"30403";"MSTRG.28467.2";1;1;0;0;0;1
"30404";"MSTRG.28468.1";1;1;0;0;0;1
"30405";"MSTRG.28469.1";1;0;0;0;0;0
"30406";"MSTRG.28469.2";1;1;0;0;0;0
"30407";"MSTRG.28470.1";1;1;0;0;0;0
"30408";"MSTRG.28471.1";1;1;0;0;0;0
"30409";"MSTRG.28472.1";1;1;0;0;0;1
"30410";"MSTRG.28473.1";1;1;0;0;0;0
"30411";"MSTRG.28474.1";1;0;0;0;0;1
"30412";"MSTRG.28475.1";1;1;0;0;0;0
"30413";"MSTRG.28476.1";1;1;1;0;0;0
"30414";"MSTRG.28477.1";1;1;0;0;0;0
"30415";"MSTRG.28478.1";1;1;1;1;0;0
"30416";"MSTRG.28479.1";1;1;0;0;0;0
"30417";"MSTRG.28480.1";1;1;0;0;0;0
"30418";"MSTRG.28481.1";1;1;0;0;0;0
"30419";"MSTRG.28494.1";1;1;0;0;0;1
"30420";"MSTRG.28496.4";1;1;0;0;0;0
"30421";"MSTRG.28497.1";1;1;0;0;0;0
"30422";"MSTRG.28497.2";1;1;0;0;0;0
"30423";"MSTRG.28496.5";1;1;0;0;1;0
"30424";"MSTRG.28495.6";1;1;0;0;0;0
"30425";"MSTRG.28495.5";1;1;0;0;0;0
"30426";"MSTRG.28495.8";1;1;0;0;0;0
"30427";"MSTRG.28495.4";1;0;0;0;0;0
"30428";"MSTRG.28495.7";1;0;0;0;0;0
"30429";"MSTRG.28495.9";1;1;0;0;0;0
"30430";"MSTRG.28498.1";1;1;0;0;0;0
"30431";"MSTRG.28495.10";1;1;0;0;1;0
"30432";"MSTRG.28499.1";1;1;0;0;0;0
"30433";"MSTRG.28495.11";1;0;0;0;0;0
"30434";"MSTRG.28495.12";1;1;0;0;0;0
"30435";"MSTRG.28495.13";1;0;0;0;0;0
"30436";"MSTRG.28500.6";1;0;0;0;0;0
"30437";"MSTRG.28495.14";1;1;0;0;0;0
"30438";"MSTRG.28500.7";1;0;0;0;0;0
"30439";"MSTRG.28500.8";1;0;0;0;0;0
"30440";"MSTRG.28501.1";1;1;0;0;0;0
"30441";"ENSMGAT00000000056";1;0;0;1;1;1
"30442";"ENSMGAT00000000396";1;0;0;1;1;1
"30443";"ENSMGAT00000000434";1;0;0;1;1;1
"30444";"MSTRG.28484.1";1;1;0;0;0;0
"30445";"MSTRG.28485.1";1;1;0;0;0;0
"30446";"MSTRG.28486.1";1;1;0;0;0;0
"30447";"MSTRG.28487.1";1;1;0;1;0;1
"30448";"ENSMGAT00000019974";1;1;0;0;0;0
"30449";"MSTRG.28489.1";1;1;1;1;0;1
"30450";"MSTRG.28489.2";1;1;1;1;0;1
"30451";"MSTRG.28490.2";1;1;0;0;0;1
"30452";"MSTRG.28491.2";1;1;0;0;0;0
"30453";"ENSMGAT00000000610";1;0;0;1;1;1
"30454";"MSTRG.28492.3";1;1;1;1;0;0
"30455";"MSTRG.28492.4";1;1;1;0;0;0
"30456";"MSTRG.28491.3";1;1;0;0;0;0
"30457";"MSTRG.28511.1";1;0;0;0;0;0
"30458";"MSTRG.28511.2";1;0;0;0;0;0
"30459";"MSTRG.28511.4";1;1;0;0;0;0
"30460";"MSTRG.28511.5";1;0;0;0;0;0
"30461";"MSTRG.28512.2";1;1;0;0;0;0
"30462";"MSTRG.28512.1";1;1;0;0;0;0
"30463";"MSTRG.28511.6";1;1;0;0;0;0
"30464";"MSTRG.28513.1";1;1;0;0;1;0
"30465";"MSTRG.28514.1";1;1;0;0;0;0
"30466";"MSTRG.28511.7";1;0;0;0;0;0
"30467";"MSTRG.28511.8";1;1;0;0;0;0
"30468";"ENSMGAT00000000354";1;0;0;1;1;1
"30469";"MSTRG.28516.1";1;1;0;0;0;0
"30470";"MSTRG.28516.2";1;1;0;0;0;0
"30471";"ENSMGAT00000000410";1;0;0;1;1;1
"30472";"MSTRG.28516.3";1;1;0;0;0;0
"30473";"MSTRG.28516.4";1;1;1;0;0;0
"30474";"MSTRG.28516.5";1;1;0;0;0;0
"30475";"MSTRG.28516.6";1;1;0;0;0;0
"30476";"MSTRG.28511.10";1;1;0;0;0;0
"30477";"MSTRG.28511.9";1;0;0;0;0;0
"30478";"ENSMGAT00000000302";1;0;0;1;1;1
"30479";"MSTRG.28506.1";1;1;0;0;0;1
"30480";"MSTRG.28507.1";1;1;0;0;0;0
"30481";"MSTRG.28508.1";1;1;0;1;0;1
"30482";"MSTRG.28520.1";1;0;0;0;0;0
"30483";"MSTRG.28520.2";1;1;0;0;1;0
"30484";"MSTRG.28509.1";1;1;0;0;0;0
"30485";"MSTRG.28510.1";1;1;0;0;0;1
"30486";"MSTRG.28525.1";1;1;0;0;0;0
"30487";"MSTRG.28524.1";1;1;0;1;0;1
"30488";"MSTRG.28528.6";1;0;0;0;0;0
"30489";"MSTRG.28528.7";1;0;0;0;0;0
"30490";"MSTRG.28528.8";1;1;0;0;0;0
"30491";"MSTRG.28526.1";1;1;0;1;0;0
"30492";"MSTRG.28527.1";1;1;0;0;1;0
"30493";"MSTRG.28540.1";1;1;0;0;0;0
"30494";"MSTRG.28541.8";1;1;0;0;0;0
"30495";"MSTRG.28535.1";1;1;0;0;0;0
"30496";"MSTRG.28536.1";1;1;0;0;0;0
"30497";"MSTRG.28530.1";1;1;0;1;0;0
"30498";"MSTRG.28531.1";1;1;0;0;0;1
"30499";"ENSMGAT00000002573";1;0;0;0;0;0
"30500";"MSTRG.28537.1";1;1;0;0;0;0
"30501";"MSTRG.28539.1";1;1;1;0;0;0
"30502";"MSTRG.28543.1";1;1;0;0;1;0
"30503";"MSTRG.28546.1";1;1;0;0;0;0
"30504";"MSTRG.28547.1";1;1;0;1;0;1
"30505";"MSTRG.28548.1";1;1;0;0;0;0
"30506";"MSTRG.28549.1";1;1;0;0;0;0
"30507";"MSTRG.28549.2";1;1;1;0;0;0
"30508";"MSTRG.28549.3";1;1;0;0;0;0
"30509";"MSTRG.28549.4";1;1;0;0;0;0
"30510";"MSTRG.28544.1";1;1;0;0;0;0
"30511";"MSTRG.28545.1";1;1;0;0;0;0
"30512";"MSTRG.28550.1";1;1;0;0;0;0
"30513";"MSTRG.28551.1";1;1;0;0;0;0
"30514";"MSTRG.28571.2";1;1;0;0;0;0
"30515";"ENSMGAT00000002614";1;1;0;0;0;0
"30516";"MSTRG.28573.1";1;1;0;0;0;0
"30517";"MSTRG.28573.2";1;1;0;0;0;0
"30518";"MSTRG.28573.3";1;1;0;0;0;0
"30519";"ENSMGAT00000002897";1;1;0;0;0;0
"30520";"ENSMGAT00000000425";1;0;0;1;1;1
"30521";"MSTRG.28579.1";1;1;0;0;0;0
"30522";"MSTRG.28567.5";1;1;0;0;0;0
"30523";"MSTRG.28553.1";1;1;0;0;0;0
"30524";"MSTRG.28558.1";1;1;0;0;0;0
"30525";"MSTRG.28559.1";1;1;0;0;0;0
"30526";"MSTRG.28560.1";1;1;0;0;0;0
"30527";"MSTRG.28561.1";1;1;0;0;0;0
"30528";"MSTRG.28562.1";1;1;0;1;0;0
"30529";"MSTRG.28554.1";1;1;0;0;0;0
"30530";"MSTRG.28555.1";1;1;0;0;0;0
"30531";"MSTRG.28556.1";1;0;0;0;0;0
"30532";"ENSMGAT00000002992";1;1;0;0;0;0
"30533";"ENSMGAT00000002998";1;1;0;0;0;0
"30534";"MSTRG.28565.1";1;1;0;0;0;0
"30535";"MSTRG.28566.1";1;1;0;1;0;0
"30536";"MSTRG.28563.1";1;1;0;1;0;0
"30537";"MSTRG.28569.1";1;1;0;0;0;0
"30538";"MSTRG.28570.1";1;1;0;1;0;0
"30539";"MSTRG.28581.1";1;1;0;0;0;0
"30540";"MSTRG.28583.4";1;1;0;0;0;0
"30541";"MSTRG.28582.1";1;1;0;0;0;0
"30542";"MSTRG.28607.2";1;1;0;0;0;0
"30543";"MSTRG.28610.3";1;1;0;0;0;1
"30544";"MSTRG.28610.2";1;1;0;0;0;0
"30545";"MSTRG.28613.1";1;1;0;0;0;0
"30546";"MSTRG.28612.2";1;1;0;0;0;0
"30547";"MSTRG.28617.1";1;1;0;0;0;0
"30548";"ENSMGAT00000000316";1;0;0;1;1;1
"30549";"MSTRG.28616.10";1;1;0;0;0;0
"30550";"MSTRG.28616.8";1;1;0;0;0;0
"30551";"MSTRG.28616.9";1;1;0;0;0;0
"30552";"MSTRG.28619.1";1;1;0;0;0;0
"30553";"MSTRG.28584.1";1;1;0;0;0;1
"30554";"MSTRG.28585.1";1;1;0;1;0;0
"30555";"MSTRG.28586.1";1;1;0;1;0;0
"30556";"MSTRG.28587.1";1;1;0;1;0;1
"30557";"MSTRG.28588.1";1;1;0;0;0;0
"30558";"MSTRG.28589.1";1;1;0;0;0;0
"30559";"MSTRG.28590.1";1;1;0;0;0;0
"30560";"MSTRG.28591.1";1;1;1;1;0;0
"30561";"MSTRG.28591.2";1;1;0;0;0;1
"30562";"MSTRG.28593.2";1;1;0;0;0;0
"30563";"MSTRG.28593.3";1;1;0;0;0;0
"30564";"MSTRG.28593.1";1;1;0;0;0;0
"30565";"MSTRG.28593.4";1;1;0;0;0;0
"30566";"MSTRG.28592.1";1;1;0;1;0;0
"30567";"MSTRG.28606.1";1;1;0;1;0;0
"30568";"MSTRG.28594.1";1;1;0;0;0;1
"30569";"MSTRG.28595.1";1;1;0;0;0;1
"30570";"MSTRG.28596.1";1;1;0;0;0;1
"30571";"MSTRG.28597.1";1;1;0;0;0;0
"30572";"MSTRG.28598.1";1;1;0;0;0;1
"30573";"MSTRG.28599.1";1;1;0;0;0;0
"30574";"MSTRG.28600.1";1;1;0;0;0;0
